start_date,end_date,resolution,imbalance,system_trend,positive_imbalance_settlement_price,negative_imbalance_settlement_price,missing_data_list,updated_date,partition_day
2025-08-02 20:45:00.0000000 +00:00,2025-08-02 21:00:00.0000000 +00:00,PT15M,-442,HAUSSE,190.91,208.91,N/A,2025-08-06 00:12:49.0000000 +00:00,20250802
2025-08-02 21:00:00.0000000 +00:00,2025-08-02 21:15:00.0000000 +00:00,PT15M,-417,HAUSSE,204.41,223.67,N/A,2025-08-06 00:12:49.0000000 +00:00,20250802
2025-08-02 21:15:00.0000000 +00:00,2025-08-02 21:30:00.0000000 +00:00,PT15M,-369,HAUSSE,215.44,235.74,N/A,2025-08-06 00:12:49.0000000 +00:00,20250802
2025-08-02 21:30:00.0000000 +00:00,2025-08-02 21:45:00.0000000 +00:00,PT15M,-397,HAUSSE,204.86,224.16,N/A,2025-08-06 00:12:49.0000000 +00:00,20250802
2025-08-02 21:45:00.0000000 +00:00,2025-08-02 22:00:00.0000000 +00:00,PT15M,-240,HAUSSE,221.4,242.26,N/A,2025-08-06 00:12:50.0000000 +00:00,20250802
2025-08-02 22:00:00.0000000 +00:00,2025-08-02 22:15:00.0000000 +00:00,PT15M,7,BAISSE,40.27,44.07,N/A,2025-08-04 08:14:21.0000000 +00:00,20250803
2025-08-02 22:15:00.0000000 +00:00,2025-08-02 22:30:00.0000000 +00:00,PT15M,132,BAISSE,22.44,24.56,N/A,2025-08-03 00:17:35.0000000 +00:00,20250803
2025-08-02 22:30:00.0000000 +00:00,2025-08-02 22:45:00.0000000 +00:00,PT15M,74,BAISSE,47.33,51.79,N/A,2025-08-04 06:52:29.0000000 +00:00,20250803
2025-08-02 22:45:00.0000000 +00:00,2025-08-02 23:00:00.0000000 +00:00,PT15M,287,BAISSE,10.33,11.31,N/A,2025-08-04 06:47:54.0000000 +00:00,20250803
2025-08-02 23:00:00.0000000 +00:00,2025-08-02 23:15:00.0000000 +00:00,PT15M,92,BAISSE,50.77,55.55,N/A,2025-08-04 06:52:29.0000000 +00:00,20250803
2025-08-02 23:15:00.0000000 +00:00,2025-08-02 23:30:00.0000000 +00:00,PT15M,98,BAISSE,49.69,54.37,N/A,2025-08-04 06:47:54.0000000 +00:00,20250803
2025-08-02 23:30:00.0000000 +00:00,2025-08-02 23:45:00.0000000 +00:00,PT15M,65,BAISSE,34.66,37.92,N/A,2025-08-04 06:52:29.0000000 +00:00,20250803
2025-08-02 23:45:00.0000000 +00:00,2025-08-03 00:00:00.0000000 +00:00,PT15M,126,BAISSE,15.13,16.55,N/A,2025-08-04 06:52:29.0000000 +00:00,20250803
2025-08-03 00:00:00.0000000 +00:00,2025-08-03 00:15:00.0000000 +00:00,PT15M,-134,HAUSSE,49.22,53.86,N/A,2025-08-03 00:17:36.0000000 +00:00,20250803
2025-08-03 00:15:00.0000000 +00:00,2025-08-03 00:30:00.0000000 +00:00,PT15M,88,BAISSE,33.71,36.89,N/A,2025-08-03 00:32:36.0000000 +00:00,20250803
2025-08-03 00:30:00.0000000 +00:00,2025-08-03 00:45:00.0000000 +00:00,PT15M,47,BAISSE,33.18,36.3,N/A,2025-08-03 00:47:37.0000000 +00:00,20250803
2025-08-03 00:45:00.0000000 +00:00,2025-08-03 01:00:00.0000000 +00:00,PT15M,105,BAISSE,33.68,36.86,N/A,2025-08-03 01:02:38.0000000 +00:00,20250803
2025-08-03 01:00:00.0000000 +00:00,2025-08-03 01:15:00.0000000 +00:00,PT15M,100,BAISSE,33.48,36.64,N/A,2025-08-03 01:17:37.0000000 +00:00,20250803
2025-08-03 01:15:00.0000000 +00:00,2025-08-03 01:30:00.0000000 +00:00,PT15M,131,BAISSE,33.16,36.28,N/A,2025-08-03 01:32:37.0000000 +00:00,20250803
2025-08-03 01:30:00.0000000 +00:00,2025-08-03 01:45:00.0000000 +00:00,PT15M,92,BAISSE,31.86,34.86,N/A,2025-08-03 01:47:37.0000000 +00:00,20250803
2025-08-03 01:45:00.0000000 +00:00,2025-08-03 02:00:00.0000000 +00:00,PT15M,65,BAISSE,31.04,33.96,N/A,2025-08-03 02:02:38.0000000 +00:00,20250803
2025-08-03 02:00:00.0000000 +00:00,2025-08-03 02:15:00.0000000 +00:00,PT15M,46,BAISSE,31.28,34.22,N/A,2025-08-03 02:17:37.0000000 +00:00,20250803
2025-08-03 02:15:00.0000000 +00:00,2025-08-03 02:30:00.0000000 +00:00,PT15M,20,BAISSE,32.02,35.04,N/A,2025-08-03 02:32:37.0000000 +00:00,20250803
2025-08-03 02:30:00.0000000 +00:00,2025-08-03 02:45:00.0000000 +00:00,PT15M,101,BAISSE,13.97,15.29,N/A,2025-08-03 02:47:37.0000000 +00:00,20250803
2025-08-03 02:45:00.0000000 +00:00,2025-08-03 03:00:00.0000000 +00:00,PT15M,182,BAISSE,13.45,14.71,N/A,2025-08-03 03:02:38.0000000 +00:00,20250803
2025-08-03 03:00:00.0000000 +00:00,2025-08-03 03:15:00.0000000 +00:00,PT15M,175,BAISSE,12.89,14.11,N/A,2025-08-03 03:17:36.0000000 +00:00,20250803
2025-08-03 03:15:00.0000000 +00:00,2025-08-03 03:30:00.0000000 +00:00,PT15M,126,BAISSE,12.72,13.92,N/A,2025-08-03 03:32:37.0000000 +00:00,20250803
2025-08-03 03:30:00.0000000 +00:00,2025-08-03 03:45:00.0000000 +00:00,PT15M,146,BAISSE,12.21,13.37,N/A,2025-08-03 03:47:37.0000000 +00:00,20250803
2025-08-03 03:45:00.0000000 +00:00,2025-08-03 04:00:00.0000000 +00:00,PT15M,45,BAISSE,12.21,13.37,N/A,2025-08-03 04:02:38.0000000 +00:00,20250803
2025-08-03 04:00:00.0000000 +00:00,2025-08-03 04:15:00.0000000 +00:00,PT15M,90,BAISSE,12.21,13.37,N/A,2025-08-04 06:52:30.0000000 +00:00,20250803
2025-08-03 04:15:00.0000000 +00:00,2025-08-03 04:30:00.0000000 +00:00,PT15M,80,BAISSE,12.21,13.37,N/A,2025-08-04 06:47:56.0000000 +00:00,20250803
2025-08-03 04:30:00.0000000 +00:00,2025-08-03 04:45:00.0000000 +00:00,PT15M,58,BAISSE,12.21,13.37,N/A,2025-08-03 04:47:37.0000000 +00:00,20250803
2025-08-03 04:45:00.0000000 +00:00,2025-08-03 05:00:00.0000000 +00:00,PT15M,62,BAISSE,12.32,13.48,N/A,2025-08-04 06:47:56.0000000 +00:00,20250803
2025-08-03 05:00:00.0000000 +00:00,2025-08-03 05:15:00.0000000 +00:00,PT15M,53,BAISSE,13.04,14.26,N/A,2025-08-04 06:47:56.0000000 +00:00,20250803
2025-08-03 05:15:00.0000000 +00:00,2025-08-03 05:30:00.0000000 +00:00,PT15M,61,BAISSE,12.34,13.5,N/A,2025-08-04 06:47:56.0000000 +00:00,20250803
2025-08-03 05:30:00.0000000 +00:00,2025-08-03 05:45:00.0000000 +00:00,PT15M,212,BAISSE,10.2,11.16,N/A,2025-08-03 05:47:38.0000000 +00:00,20250803
2025-08-03 05:45:00.0000000 +00:00,2025-08-03 06:00:00.0000000 +00:00,PT15M,379,BAISSE,8.6,9.42,N/A,2025-08-03 06:02:38.0000000 +00:00,20250803
2025-08-03 06:00:00.0000000 +00:00,2025-08-03 06:15:00.0000000 +00:00,PT15M,306,BAISSE,7.37,8.07,N/A,2025-08-03 06:17:38.0000000 +00:00,20250803
2025-08-03 06:15:00.0000000 +00:00,2025-08-03 06:30:00.0000000 +00:00,PT15M,205,BAISSE,2.11,2.31,N/A,2025-08-03 06:32:38.0000000 +00:00,20250803
2025-08-03 06:30:00.0000000 +00:00,2025-08-03 06:45:00.0000000 +00:00,PT15M,254,BAISSE,4.56,5,N/A,2025-08-03 06:47:39.0000000 +00:00,20250803
2025-08-03 06:45:00.0000000 +00:00,2025-08-03 07:00:00.0000000 +00:00,PT15M,267,BAISSE,-2.93,-2.67,N/A,2025-08-03 07:02:38.0000000 +00:00,20250803
2025-08-03 07:00:00.0000000 +00:00,2025-08-03 07:15:00.0000000 +00:00,PT15M,80,BAISSE,18.15,19.86,N/A,2025-08-03 07:17:38.0000000 +00:00,20250803
2025-08-03 07:15:00.0000000 +00:00,2025-08-03 07:30:00.0000000 +00:00,PT15M,14,BAISSE,22.3,24.4,N/A,2025-08-03 07:47:37.0000000 +00:00,20250803
2025-08-03 07:30:00.0000000 +00:00,2025-08-03 07:45:00.0000000 +00:00,PT15M,-26,HAUSSE,81.23,88.89,N/A,2025-08-03 07:47:37.0000000 +00:00,20250803
2025-08-03 07:45:00.0000000 +00:00,2025-08-03 08:00:00.0000000 +00:00,PT15M,1,BAISSE,5.32,5.82,N/A,2025-08-03 08:02:39.0000000 +00:00,20250803
2025-08-03 08:00:00.0000000 +00:00,2025-08-03 08:15:00.0000000 +00:00,PT15M,288,BAISSE,-18.44,-16.86,N/A,2025-08-04 06:47:57.0000000 +00:00,20250803
2025-08-03 08:15:00.0000000 +00:00,2025-08-03 08:30:00.0000000 +00:00,PT15M,98,BAISSE,10.12,11.08,N/A,2025-08-03 08:47:38.0000000 +00:00,20250803
2025-08-03 08:30:00.0000000 +00:00,2025-08-03 08:45:00.0000000 +00:00,PT15M,-23,HAUSSE,82.21,89.95,N/A,2025-08-03 08:47:38.0000000 +00:00,20250803
2025-08-03 08:45:00.0000000 +00:00,2025-08-03 09:00:00.0000000 +00:00,PT15M,96,BAISSE,-6.94,-6.34,N/A,2025-08-03 09:17:41.0000000 +00:00,20250803
2025-08-03 09:00:00.0000000 +00:00,2025-08-03 09:15:00.0000000 +00:00,PT15M,170,BAISSE,-8.2,-7.5,N/A,2025-08-03 09:17:41.0000000 +00:00,20250803
2025-08-03 09:15:00.0000000 +00:00,2025-08-03 09:30:00.0000000 +00:00,PT15M,223,BAISSE,-2.11,-1.93,N/A,2025-08-03 09:32:41.0000000 +00:00,20250803
2025-08-03 09:30:00.0000000 +00:00,2025-08-03 09:45:00.0000000 +00:00,PT15M,298,BAISSE,-1.72,-1.58,N/A,2025-08-03 09:47:39.0000000 +00:00,20250803
2025-08-03 09:45:00.0000000 +00:00,2025-08-03 10:00:00.0000000 +00:00,PT15M,321,BAISSE,-3.4,-3.1,N/A,2025-08-03 10:17:39.0000000 +00:00,20250803
2025-08-03 10:00:00.0000000 +00:00,2025-08-03 10:15:00.0000000 +00:00,PT15M,378,BAISSE,-20.04,-18.32,N/A,2025-08-03 10:17:39.0000000 +00:00,20250803
2025-08-03 10:15:00.0000000 +00:00,2025-08-03 10:30:00.0000000 +00:00,PT15M,290,BAISSE,-15.79,-14.43,N/A,2025-08-03 10:32:39.0000000 +00:00,20250803
2025-08-03 10:30:00.0000000 +00:00,2025-08-03 10:45:00.0000000 +00:00,PT15M,224,BAISSE,-20.11,-18.37,N/A,2025-08-03 10:47:39.0000000 +00:00,20250803
2025-08-03 10:45:00.0000000 +00:00,2025-08-03 11:00:00.0000000 +00:00,PT15M,230,BAISSE,-24.29,-22.19,N/A,2025-08-04 06:47:57.0000000 +00:00,20250803
2025-08-03 11:00:00.0000000 +00:00,2025-08-03 11:15:00.0000000 +00:00,PT15M,164,BAISSE,-22.15,-20.25,N/A,2025-08-04 06:47:57.0000000 +00:00,20250803
2025-08-03 11:15:00.0000000 +00:00,2025-08-03 11:30:00.0000000 +00:00,PT15M,223,BAISSE,-23.91,-21.85,N/A,2025-08-03 11:32:40.0000000 +00:00,20250803
2025-08-03 11:30:00.0000000 +00:00,2025-08-03 11:45:00.0000000 +00:00,PT15M,150,BAISSE,-20.44,-18.68,N/A,2025-08-03 11:47:39.0000000 +00:00,20250803
2025-08-03 11:45:00.0000000 +00:00,2025-08-03 12:00:00.0000000 +00:00,PT15M,201,BAISSE,-12.45,-11.37,N/A,2025-08-03 12:02:41.0000000 +00:00,20250803
2025-08-03 12:00:00.0000000 +00:00,2025-08-03 12:15:00.0000000 +00:00,PT15M,161,BAISSE,-22.44,-20.5,N/A,2025-08-04 06:52:32.0000000 +00:00,20250803
2025-08-03 12:15:00.0000000 +00:00,2025-08-03 12:30:00.0000000 +00:00,PT15M,245,BAISSE,-24.13,-22.05,N/A,2025-08-04 06:52:32.0000000 +00:00,20250803
2025-08-03 12:30:00.0000000 +00:00,2025-08-03 12:45:00.0000000 +00:00,PT15M,301,BAISSE,-23.87,-21.81,N/A,2025-08-03 12:47:43.0000000 +00:00,20250803
2025-08-03 12:45:00.0000000 +00:00,2025-08-03 13:00:00.0000000 +00:00,PT15M,345,BAISSE,-21.95,-20.06,N/A,2025-08-03 13:02:40.0000000 +00:00,20250803
2025-08-03 13:00:00.0000000 +00:00,2025-08-03 13:15:00.0000000 +00:00,PT15M,371,BAISSE,-21.96,-20.06,N/A,2025-08-03 13:17:44.0000000 +00:00,20250803
2025-08-03 13:15:00.0000000 +00:00,2025-08-03 13:30:00.0000000 +00:00,PT15M,391,BAISSE,-23.14,-21.14,N/A,2025-08-03 13:32:41.0000000 +00:00,20250803
2025-08-03 13:30:00.0000000 +00:00,2025-08-03 13:45:00.0000000 +00:00,PT15M,325,BAISSE,-22.48,-20.54,N/A,2025-08-03 13:47:40.0000000 +00:00,20250803
2025-08-03 13:45:00.0000000 +00:00,2025-08-03 14:00:00.0000000 +00:00,PT15M,283,BAISSE,-23.88,-21.82,N/A,2025-08-03 14:02:40.0000000 +00:00,20250803
2025-08-03 14:00:00.0000000 +00:00,2025-08-03 14:15:00.0000000 +00:00,PT15M,77,BAISSE,-17.17,-15.69,N/A,2025-08-03 14:17:42.0000000 +00:00,20250803
2025-08-03 14:15:00.0000000 +00:00,2025-08-03 14:30:00.0000000 +00:00,PT15M,153,BAISSE,5.33,5.83,N/A,2025-08-03 14:32:41.0000000 +00:00,20250803
2025-08-03 14:30:00.0000000 +00:00,2025-08-03 14:45:00.0000000 +00:00,PT15M,162,BAISSE,6.52,7.14,N/A,2025-08-03 14:47:40.0000000 +00:00,20250803
2025-08-03 14:45:00.0000000 +00:00,2025-08-03 15:00:00.0000000 +00:00,PT15M,105,BAISSE,-1.92,-1.76,N/A,2025-08-03 15:02:40.0000000 +00:00,20250803
2025-08-03 15:00:00.0000000 +00:00,2025-08-03 15:15:00.0000000 +00:00,PT15M,136,BAISSE,-7.7,-7.04,N/A,2025-08-03 15:17:41.0000000 +00:00,20250803
2025-08-03 15:15:00.0000000 +00:00,2025-08-03 15:30:00.0000000 +00:00,PT15M,167,BAISSE,-4.24,-3.88,N/A,2025-08-03 15:32:42.0000000 +00:00,20250803
2025-08-03 15:30:00.0000000 +00:00,2025-08-03 15:45:00.0000000 +00:00,PT15M,-54,HAUSSE,12.26,13.42,N/A,2025-08-03 15:47:41.0000000 +00:00,20250803
2025-08-03 15:45:00.0000000 +00:00,2025-08-03 16:00:00.0000000 +00:00,PT15M,-33,HAUSSE,11.03,12.07,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 16:00:00.0000000 +00:00,2025-08-03 16:15:00.0000000 +00:00,PT15M,186,BAISSE,-153.4,-140.18,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 16:15:00.0000000 +00:00,2025-08-03 16:30:00.0000000 +00:00,PT15M,479,BAISSE,-191.48,-174.98,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 16:30:00.0000000 +00:00,2025-08-03 16:45:00.0000000 +00:00,PT15M,360,BAISSE,4.42,4.84,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 16:45:00.0000000 +00:00,2025-08-03 17:00:00.0000000 +00:00,PT15M,417,BAISSE,9.44,10.32,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 17:00:00.0000000 +00:00,2025-08-03 17:15:00.0000000 +00:00,PT15M,311,BAISSE,14.39,15.75,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 17:15:00.0000000 +00:00,2025-08-03 17:30:00.0000000 +00:00,PT15M,174,BAISSE,14.58,15.96,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 17:30:00.0000000 +00:00,2025-08-03 17:45:00.0000000 +00:00,PT15M,186,BAISSE,19.61,21.45,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 17:45:00.0000000 +00:00,2025-08-03 18:00:00.0000000 +00:00,PT15M,79,BAISSE,27.91,30.55,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 18:00:00.0000000 +00:00,2025-08-03 18:15:00.0000000 +00:00,PT15M,-32,HAUSSE,71.85,78.63,N/A,2025-08-04 06:47:59.0000000 +00:00,20250803
2025-08-03 18:15:00.0000000 +00:00,2025-08-03 18:30:00.0000000 +00:00,PT15M,-66,HAUSSE,94.12,102.98,N/A,2025-08-03 18:47:41.0000000 +00:00,20250803
2025-08-03 18:30:00.0000000 +00:00,2025-08-03 18:45:00.0000000 +00:00,PT15M,9,BAISSE,32.06,35.08,N/A,2025-08-03 18:47:41.0000000 +00:00,20250803
2025-08-03 18:45:00.0000000 +00:00,2025-08-03 19:00:00.0000000 +00:00,PT15M,-67,HAUSSE,83.17,91.01,N/A,2025-08-03 19:02:52.0000000 +00:00,20250803
2025-08-03 19:00:00.0000000 +00:00,2025-08-03 19:15:00.0000000 +00:00,PT15M,-62,HAUSSE,57.29,62.69,N/A,2025-08-03 19:17:44.0000000 +00:00,20250803
2025-08-03 19:15:00.0000000 +00:00,2025-08-03 19:30:00.0000000 +00:00,PT15M,0,BAISSE,81.75,89.45,N/A,2025-08-03 19:32:44.0000000 +00:00,20250803
2025-08-03 19:30:00.0000000 +00:00,2025-08-03 19:45:00.0000000 +00:00,PT15M,4,BAISSE,84.15,92.09,N/A,2025-08-03 19:47:43.0000000 +00:00,20250803
2025-08-03 19:45:00.0000000 +00:00,2025-08-03 20:00:00.0000000 +00:00,PT15M,40,BAISSE,87.74,96,N/A,2025-08-03 20:02:43.0000000 +00:00,20250803
2025-08-03 20:00:00.0000000 +00:00,2025-08-03 20:15:00.0000000 +00:00,PT15M,-43,HAUSSE,63.15,69.11,N/A,2025-08-03 20:17:46.0000000 +00:00,20250803
2025-08-03 20:15:00.0000000 +00:00,2025-08-03 20:30:00.0000000 +00:00,PT15M,-1,HAUSSE,77.57,84.87,N/A,2025-08-03 20:32:44.0000000 +00:00,20250803
2025-08-03 20:30:00.0000000 +00:00,2025-08-03 20:45:00.0000000 +00:00,PT15M,-31,HAUSSE,46.91,51.33,N/A,2025-08-03 20:47:46.0000000 +00:00,20250803
2025-08-03 20:45:00.0000000 +00:00,2025-08-03 21:00:00.0000000 +00:00,PT15M,59,BAISSE,62.33,68.21,N/A,2025-08-03 21:02:44.0000000 +00:00,20250803
2025-08-03 21:00:00.0000000 +00:00,2025-08-03 21:15:00.0000000 +00:00,PT15M,-105,HAUSSE,72.27,79.09,N/A,2025-08-03 21:17:48.0000000 +00:00,20250803
2025-08-03 21:15:00.0000000 +00:00,2025-08-03 21:30:00.0000000 +00:00,PT15M,51,BAISSE,77.59,84.91,N/A,2025-08-03 21:32:46.0000000 +00:00,20250803
2025-08-03 21:30:00.0000000 +00:00,2025-08-03 21:45:00.0000000 +00:00,PT15M,10,BAISSE,72.11,78.91,N/A,2025-08-03 21:47:44.0000000 +00:00,20250803
2025-08-03 21:45:00.0000000 +00:00,2025-08-03 22:00:00.0000000 +00:00,PT15M,97,BAISSE,44.72,48.94,N/A,2025-08-03 22:02:45.0000000 +00:00,20250803
2025-08-03 22:00:00.0000000 +00:00,2025-08-03 22:15:00.0000000 +00:00,PT15M,-137,HAUSSE,66.74,73.04,N/A,2025-08-03 22:17:40.0000000 +00:00,20250804
2025-08-03 22:15:00.0000000 +00:00,2025-08-03 22:30:00.0000000 +00:00,PT15M,-4,HAUSSE,27.43,30.01,N/A,2025-08-03 22:47:36.0000000 +00:00,20250804
2025-08-03 22:30:00.0000000 +00:00,2025-08-03 22:45:00.0000000 +00:00,PT15M,-19,HAUSSE,19.02,20.82,N/A,2025-08-03 23:02:35.0000000 +00:00,20250804
2025-08-03 22:45:00.0000000 +00:00,2025-08-03 23:00:00.0000000 +00:00,PT15M,38,BAISSE,43.39,47.47,N/A,2025-08-03 23:02:35.0000000 +00:00,20250804
2025-08-03 23:00:00.0000000 +00:00,2025-08-03 23:15:00.0000000 +00:00,PT15M,-192,HAUSSE,36,39.4,N/A,2025-08-03 23:17:36.0000000 +00:00,20250804
2025-08-03 23:15:00.0000000 +00:00,2025-08-03 23:30:00.0000000 +00:00,PT15M,-174,HAUSSE,43.97,48.11,N/A,2025-08-03 23:32:37.0000000 +00:00,20250804
2025-08-03 23:30:00.0000000 +00:00,2025-08-03 23:45:00.0000000 +00:00,PT15M,-107,HAUSSE,39.31,43.01,N/A,2025-08-03 23:47:38.0000000 +00:00,20250804
2025-08-03 23:45:00.0000000 +00:00,2025-08-04 00:00:00.0000000 +00:00,PT15M,-4,HAUSSE,19.02,20.82,N/A,2025-08-04 00:02:37.0000000 +00:00,20250804
2025-08-04 00:00:00.0000000 +00:00,2025-08-04 00:15:00.0000000 +00:00,PT15M,-35,HAUSSE,61.32,67.1,N/A,2025-08-04 00:17:40.0000000 +00:00,20250804
2025-08-04 00:15:00.0000000 +00:00,2025-08-04 00:30:00.0000000 +00:00,PT15M,3,BAISSE,43,47.06,N/A,2025-08-04 00:32:38.0000000 +00:00,20250804
2025-08-04 00:30:00.0000000 +00:00,2025-08-04 00:45:00.0000000 +00:00,PT15M,-18,HAUSSE,29.82,32.64,N/A,2025-08-04 00:47:38.0000000 +00:00,20250804
2025-08-04 00:45:00.0000000 +00:00,2025-08-04 01:00:00.0000000 +00:00,PT15M,-27,HAUSSE,20.66,22.6,N/A,2025-08-04 01:02:37.0000000 +00:00,20250804
2025-08-04 01:00:00.0000000 +00:00,2025-08-04 01:15:00.0000000 +00:00,PT15M,-102,HAUSSE,30.14,32.98,N/A,2025-08-04 01:17:39.0000000 +00:00,20250804
2025-08-04 01:15:00.0000000 +00:00,2025-08-04 01:30:00.0000000 +00:00,PT15M,-34,HAUSSE,47.52,52,N/A,2025-08-04 01:32:37.0000000 +00:00,20250804
2025-08-04 01:30:00.0000000 +00:00,2025-08-04 01:45:00.0000000 +00:00,PT15M,-63,HAUSSE,32.27,35.31,N/A,2025-08-04 01:47:38.0000000 +00:00,20250804
2025-08-04 01:45:00.0000000 +00:00,2025-08-04 02:00:00.0000000 +00:00,PT15M,-43,HAUSSE,17.17,18.79,N/A,2025-08-04 02:02:37.0000000 +00:00,20250804
2025-08-04 02:00:00.0000000 +00:00,2025-08-04 02:15:00.0000000 +00:00,PT15M,-52,HAUSSE,17.17,18.79,N/A,2025-08-04 02:32:41.0000000 +00:00,20250804
2025-08-04 02:15:00.0000000 +00:00,2025-08-04 02:30:00.0000000 +00:00,PT15M,-28,HAUSSE,17.17,18.79,N/A,2025-08-04 02:32:41.0000000 +00:00,20250804
2025-08-04 02:30:00.0000000 +00:00,2025-08-04 02:45:00.0000000 +00:00,PT15M,-40,HAUSSE,16.1,17.62,N/A,2025-08-04 03:02:39.0000000 +00:00,20250804
2025-08-04 02:45:00.0000000 +00:00,2025-08-04 03:00:00.0000000 +00:00,PT15M,-36,HAUSSE,16.1,17.62,N/A,2025-08-04 03:02:39.0000000 +00:00,20250804
2025-08-04 03:00:00.0000000 +00:00,2025-08-04 03:15:00.0000000 +00:00,PT15M,47,BAISSE,21.59,23.63,N/A,2025-08-04 03:17:39.0000000 +00:00,20250804
2025-08-04 03:15:00.0000000 +00:00,2025-08-04 03:30:00.0000000 +00:00,PT15M,0,BAISSE,37.42,40.94,N/A,2025-08-04 03:32:38.0000000 +00:00,20250804
2025-08-04 03:30:00.0000000 +00:00,2025-08-04 03:45:00.0000000 +00:00,PT15M,25,BAISSE,56.93,62.29,N/A,2025-08-04 03:47:40.0000000 +00:00,20250804
2025-08-04 03:45:00.0000000 +00:00,2025-08-04 04:00:00.0000000 +00:00,PT15M,15,BAISSE,72.7,79.56,N/A,2025-08-04 04:02:37.0000000 +00:00,20250804
2025-08-04 04:00:00.0000000 +00:00,2025-08-04 04:15:00.0000000 +00:00,PT15M,83,BAISSE,-71.97,-65.77,N/A,2025-08-04 04:17:38.0000000 +00:00,20250804
2025-08-04 04:15:00.0000000 +00:00,2025-08-04 04:30:00.0000000 +00:00,PT15M,88,BAISSE,-173.58,-158.64,N/A,2025-08-04 04:47:38.0000000 +00:00,20250804
2025-08-04 04:30:00.0000000 +00:00,2025-08-04 04:45:00.0000000 +00:00,PT15M,115,BAISSE,-66.88,-61.12,N/A,2025-08-04 05:17:40.0000000 +00:00,20250804
2025-08-04 04:45:00.0000000 +00:00,2025-08-04 05:00:00.0000000 +00:00,PT15M,52,BAISSE,54.15,59.25,N/A,2025-08-04 05:17:40.0000000 +00:00,20250804
2025-08-04 05:00:00.0000000 +00:00,2025-08-04 05:15:00.0000000 +00:00,PT15M,200,BAISSE,41.7,45.62,N/A,2025-08-04 05:17:40.0000000 +00:00,20250804
2025-08-04 05:15:00.0000000 +00:00,2025-08-04 05:30:00.0000000 +00:00,PT15M,134,BAISSE,46.03,50.37,N/A,2025-08-04 05:47:37.0000000 +00:00,20250804
2025-08-04 05:30:00.0000000 +00:00,2025-08-04 05:45:00.0000000 +00:00,PT15M,187,BAISSE,-65.41,-59.77,N/A,2025-08-04 05:47:38.0000000 +00:00,20250804
2025-08-04 05:45:00.0000000 +00:00,2025-08-04 06:00:00.0000000 +00:00,PT15M,145,BAISSE,31.72,34.7,N/A,2025-08-04 06:02:39.0000000 +00:00,20250804
2025-08-04 06:00:00.0000000 +00:00,2025-08-04 06:15:00.0000000 +00:00,PT15M,25,BAISSE,57.33,62.73,N/A,2025-08-04 06:17:38.0000000 +00:00,20250804
2025-08-04 06:15:00.0000000 +00:00,2025-08-04 06:30:00.0000000 +00:00,PT15M,25,BAISSE,58.67,64.19,N/A,2025-08-04 06:32:38.0000000 +00:00,20250804
2025-08-04 06:30:00.0000000 +00:00,2025-08-04 06:45:00.0000000 +00:00,PT15M,-41,HAUSSE,65.7,71.9,N/A,2025-08-05 09:12:51.0000000 +00:00,20250804
2025-08-04 06:45:00.0000000 +00:00,2025-08-04 07:00:00.0000000 +00:00,PT15M,35,BAISSE,67.78,74.16,N/A,2025-08-05 09:12:52.0000000 +00:00,20250804
2025-08-04 07:00:00.0000000 +00:00,2025-08-04 07:15:00.0000000 +00:00,PT15M,-66,HAUSSE,67.32,73.66,N/A,2025-08-05 09:12:52.0000000 +00:00,20250804
2025-08-04 07:15:00.0000000 +00:00,2025-08-04 07:30:00.0000000 +00:00,PT15M,74,BAISSE,16.9,18.5,N/A,2025-08-05 09:12:52.0000000 +00:00,20250804
2025-08-04 07:30:00.0000000 +00:00,2025-08-04 07:45:00.0000000 +00:00,PT15M,200,BAISSE,7.99,8.75,N/A,2025-08-05 09:12:52.0000000 +00:00,20250804
2025-08-04 07:45:00.0000000 +00:00,2025-08-04 08:00:00.0000000 +00:00,PT15M,308,BAISSE,2.97,3.25,N/A,2025-08-04 08:17:42.0000000 +00:00,20250804
2025-08-04 08:00:00.0000000 +00:00,2025-08-04 08:15:00.0000000 +00:00,PT15M,147,BAISSE,3.8,4.16,N/A,2025-09-13 06:07:26.0000000 +00:00,20250804
2025-08-04 08:15:00.0000000 +00:00,2025-08-04 08:30:00.0000000 +00:00,PT15M,191,BAISSE,0.86,0.94,N/A,2025-08-05 10:43:53.0000000 +00:00,20250804
2025-08-04 08:30:00.0000000 +00:00,2025-08-04 08:45:00.0000000 +00:00,PT15M,264,BAISSE,-1.2,-1.1,N/A,2025-08-05 10:43:53.0000000 +00:00,20250804
2025-08-04 08:45:00.0000000 +00:00,2025-08-04 09:00:00.0000000 +00:00,PT15M,385,BAISSE,-1.14,-1.04,N/A,2025-08-04 09:02:39.0000000 +00:00,20250804
