,Long,Short
2025-01-01 00:00:00+01:00,20.34,23.28
2025-01-01 00:15:00+01:00,19.22,22.0
2025-01-01 00:30:00+01:00,32.13,36.79
2025-01-01 00:45:00+01:00,29.13,33.35
2025-01-01 01:00:00+01:00,13.24,15.16
2025-01-01 01:15:00+01:00,14.27,16.33
2025-01-01 01:30:00+01:00,14.31,16.39
2025-01-01 01:45:00+01:00,92.37,105.77
2025-01-01 02:00:00+01:00,517.53,592.57
2025-01-01 02:15:00+01:00,455.57,521.63
2025-01-01 02:30:00+01:00,450.93,516.31
2025-01-01 02:45:00+01:00,2.31,2.65
2025-01-01 03:00:00+01:00,715.38,819.12
2025-01-01 03:15:00+01:00,516.74,591.66
2025-01-01 03:30:00+01:00,11.46,13.12
2025-01-01 03:45:00+01:00,-7.57,-6.61
2025-01-01 04:00:00+01:00,-7.27,-6.35
2025-01-01 04:15:00+01:00,9.31,10.67
2025-01-01 04:30:00+01:00,9.31,10.67
2025-01-01 04:45:00+01:00,-9.61,-8.39
2025-01-01 05:00:00+01:00,9.31,10.67
2025-01-01 05:15:00+01:00,11.39,13.05
2025-01-01 05:30:00+01:00,11.41,13.07
2025-01-01 05:45:00+01:00,11.48,13.14
2025-01-01 06:00:00+01:00,11.41,13.07
2025-01-01 06:15:00+01:00,11.52,13.18
2025-01-01 06:30:00+01:00,11.52,13.18
2025-01-01 06:45:00+01:00,11.52,13.18
2025-01-01 07:00:00+01:00,11.52,13.18
2025-01-01 07:15:00+01:00,11.52,13.18
2025-01-01 07:30:00+01:00,11.52,13.18
2025-01-01 07:45:00+01:00,10.9,12.48
2025-01-01 08:00:00+01:00,11.17,12.79
2025-01-01 08:15:00+01:00,12.39,14.19
2025-01-01 08:30:00+01:00,12.3,14.08
2025-01-01 08:45:00+01:00,9.54,10.92
2025-01-01 09:00:00+01:00,-3.59,-3.13
2025-01-01 09:15:00+01:00,-14.22,-12.42
2025-01-01 09:30:00+01:00,-43.55,-38.03
2025-01-01 09:45:00+01:00,-38.62,-33.72
2025-01-01 10:00:00+01:00,0.58,0.66
2025-01-01 10:15:00+01:00,1.44,1.64
2025-01-01 10:30:00+01:00,0.16,0.18
2025-01-01 10:45:00+01:00,-0.04,-0.04
2025-01-01 11:00:00+01:00,45.23,51.79
2025-01-01 11:15:00+01:00,3.05,3.49
2025-01-01 11:30:00+01:00,3.22,3.68
2025-01-01 11:45:00+01:00,3.65,4.17
2025-01-01 12:00:00+01:00,1.08,1.24
2025-01-01 12:15:00+01:00,2.61,2.99
2025-01-01 12:30:00+01:00,2.77,3.17
2025-01-01 12:45:00+01:00,2.81,3.21
2025-01-01 13:00:00+01:00,8.74,10.0
2025-01-01 13:15:00+01:00,9.71,11.11
2025-01-01 13:30:00+01:00,8.2,9.38
2025-01-01 13:45:00+01:00,-10.86,-9.48
2025-01-01 14:00:00+01:00,6.99,8.01
2025-01-01 14:15:00+01:00,6.82,7.8
2025-01-01 14:30:00+01:00,4.97,5.69
2025-01-01 14:45:00+01:00,4.99,5.71
2025-01-01 15:00:00+01:00,5.49,6.29
2025-01-01 15:15:00+01:00,4.99,5.71
2025-01-01 15:30:00+01:00,4.99,5.71
2025-01-01 15:45:00+01:00,4.99,5.71
2025-01-01 16:00:00+01:00,5.26,6.02
2025-01-01 16:15:00+01:00,5.61,6.43
2025-01-01 16:30:00+01:00,226.62,259.48
2025-01-01 16:45:00+01:00,92.84,106.3
2025-01-01 17:00:00+01:00,11.06,12.66
2025-01-01 17:15:00+01:00,8.86,10.14
2025-01-01 17:30:00+01:00,19.0,21.76
2025-01-01 17:45:00+01:00,65.46,74.96
2025-01-01 18:00:00+01:00,19.0,21.76
2025-01-01 18:15:00+01:00,20.32,23.26
2025-01-01 18:30:00+01:00,18.02,20.64
2025-01-01 18:45:00+01:00,21.07,24.13
2025-01-01 19:00:00+01:00,5.41,6.19
2025-01-01 19:15:00+01:00,7.8,8.94
2025-01-01 19:30:00+01:00,3.23,3.69
2025-01-01 19:45:00+01:00,3.88,4.44
2025-01-01 20:00:00+01:00,70.8,81.06
2025-01-01 20:15:00+01:00,8.02,9.18
2025-01-01 20:30:00+01:00,4.78,5.48
2025-01-01 20:45:00+01:00,-10.53,-9.19
2025-01-01 21:00:00+01:00,73.87,84.59
2025-01-01 21:15:00+01:00,4.86,5.56
2025-01-01 21:30:00+01:00,5.71,6.53
2025-01-01 21:45:00+01:00,7.93,9.07
2025-01-01 22:00:00+01:00,-4.74,-4.14
2025-01-01 22:15:00+01:00,-5.97,-5.21
2025-01-01 22:30:00+01:00,58.41,66.87
2025-01-01 22:45:00+01:00,59.1,67.66
2025-01-01 23:00:00+01:00,71.89,82.31
2025-01-01 23:15:00+01:00,-90.82,-79.32
2025-01-01 23:30:00+01:00,72.22,82.7
2025-01-01 23:45:00+01:00,15.38,17.6
2025-01-02 00:00:00+01:00,11.42,13.08
2025-01-02 00:15:00+01:00,11.77,13.47
2025-01-02 00:30:00+01:00,11.85,13.57
2025-01-02 00:45:00+01:00,-5.73,-5.01
2025-01-02 01:00:00+01:00,11.17,12.79
2025-01-02 01:15:00+01:00,11.57,13.25
2025-01-02 01:30:00+01:00,11.57,13.25
2025-01-02 01:45:00+01:00,12.33,14.11
2025-01-02 02:00:00+01:00,10.5,12.02
2025-01-02 02:15:00+01:00,10.01,11.47
2025-01-02 02:30:00+01:00,10.14,11.6
2025-01-02 02:45:00+01:00,11.22,12.84
2025-01-02 03:00:00+01:00,10.66,12.2
2025-01-02 03:15:00+01:00,10.19,11.67
2025-01-02 03:30:00+01:00,11.17,12.79
2025-01-02 03:45:00+01:00,11.18,12.8
2025-01-02 04:00:00+01:00,11.61,13.29
2025-01-02 04:15:00+01:00,12.92,14.8
2025-01-02 04:30:00+01:00,13.59,15.57
2025-01-02 04:45:00+01:00,13.93,15.95
2025-01-02 05:00:00+01:00,20.25,23.19
2025-01-02 05:15:00+01:00,28.11,32.19
2025-01-02 05:30:00+01:00,31.2,35.72
2025-01-02 05:45:00+01:00,31.9,36.52
2025-01-02 06:00:00+01:00,47.66,54.58
2025-01-02 06:15:00+01:00,30.7,35.16
2025-01-02 06:30:00+01:00,42.3,48.44
2025-01-02 06:45:00+01:00,55.42,63.46
2025-01-02 07:00:00+01:00,55.6,63.66
2025-01-02 07:15:00+01:00,45.47,52.07
2025-01-02 07:30:00+01:00,63.27,72.45
2025-01-02 07:45:00+01:00,61.56,70.48
2025-01-02 08:00:00+01:00,61.91,70.89
2025-01-02 08:15:00+01:00,60.83,69.65
2025-01-02 08:30:00+01:00,64.55,73.91
2025-01-02 08:45:00+01:00,62.63,71.71
2025-01-02 09:00:00+01:00,63.61,72.83
2025-01-02 09:15:00+01:00,62.21,71.23
2025-01-02 09:30:00+01:00,61.05,69.91
2025-01-02 09:45:00+01:00,63.06,72.2
2025-01-02 10:00:00+01:00,72.4,82.9
2025-01-02 10:15:00+01:00,70.57,80.81
2025-01-02 10:30:00+01:00,70.84,81.12
2025-01-02 10:45:00+01:00,74.19,84.95
2025-01-02 11:00:00+01:00,63.83,73.09
2025-01-02 11:15:00+01:00,60.76,69.58
2025-01-02 11:30:00+01:00,102.44,117.3
2025-01-02 11:45:00+01:00,75.42,86.36
2025-01-02 12:00:00+01:00,99.68,114.14
2025-01-02 12:15:00+01:00,105.18,120.44
2025-01-02 12:30:00+01:00,106.64,122.1
2025-01-02 12:45:00+01:00,114.55,131.15
2025-01-02 13:00:00+01:00,431.21,493.73
2025-01-02 13:15:00+01:00,177.02,202.68
2025-01-02 13:30:00+01:00,164.12,187.92
2025-01-02 13:45:00+01:00,84.18,96.38
2025-01-02 14:00:00+01:00,56.21,64.35
2025-01-02 14:15:00+01:00,109.25,125.09
2025-01-02 14:30:00+01:00,106.27,121.69
2025-01-02 14:45:00+01:00,113.59,130.07
2025-01-02 15:00:00+01:00,106.44,121.88
2025-01-02 15:15:00+01:00,149.98,171.72
2025-01-02 15:30:00+01:00,73.29,83.91
2025-01-02 15:45:00+01:00,74.89,85.75
2025-01-02 16:00:00+01:00,87.81,100.55
2025-01-02 16:15:00+01:00,109.82,125.74
2025-01-02 16:30:00+01:00,101.9,116.68
2025-01-02 16:45:00+01:00,101.35,116.05
2025-01-02 17:00:00+01:00,97.27,111.37
2025-01-02 17:15:00+01:00,97.98,112.18
2025-01-02 17:30:00+01:00,112.19,128.45
2025-01-02 17:45:00+01:00,92.63,106.07
2025-01-02 18:00:00+01:00,94.84,108.6
2025-01-02 18:15:00+01:00,89.23,102.17
2025-01-02 18:30:00+01:00,95.36,109.18
2025-01-02 18:45:00+01:00,94.74,108.48
2025-01-02 19:00:00+01:00,106.4,121.82
2025-01-02 19:15:00+01:00,69.89,80.03
2025-01-02 19:30:00+01:00,67.46,77.24
2025-01-02 19:45:00+01:00,30.88,35.36
2025-01-02 20:00:00+01:00,107.76,123.38
2025-01-02 20:15:00+01:00,-158.9,-138.78
2025-01-02 20:30:00+01:00,40.44,46.3
2025-01-02 20:45:00+01:00,39.31,45.01
2025-01-02 21:00:00+01:00,61.18,70.06
2025-01-02 21:15:00+01:00,53.43,61.17
2025-01-02 21:30:00+01:00,53.67,61.45
2025-01-02 21:45:00+01:00,53.97,61.79
2025-01-02 22:00:00+01:00,31.03,35.53
2025-01-02 22:15:00+01:00,35.63,40.79
2025-01-02 22:30:00+01:00,32.15,36.81
2025-01-02 22:45:00+01:00,35.36,40.48
2025-01-02 23:00:00+01:00,40.25,46.09
2025-01-02 23:15:00+01:00,35.57,40.73
2025-01-02 23:30:00+01:00,37.84,43.32
2025-01-02 23:45:00+01:00,39.81,45.59
2025-01-03 00:00:00+01:00,39.38,45.1
2025-01-03 00:15:00+01:00,34.41,39.39
2025-01-03 00:30:00+01:00,35.63,40.79
2025-01-03 00:45:00+01:00,41.8,47.86
2025-01-03 01:00:00+01:00,33.16,37.96
2025-01-03 01:15:00+01:00,36.18,41.42
2025-01-03 01:30:00+01:00,36.85,42.19
2025-01-03 01:45:00+01:00,56.34,64.5
2025-01-03 02:00:00+01:00,33.84,38.74
2025-01-03 02:15:00+01:00,34.35,39.33
2025-01-03 02:30:00+01:00,38.86,44.5
2025-01-03 02:45:00+01:00,36.04,41.26
2025-01-03 03:00:00+01:00,35.17,40.27
2025-01-03 03:15:00+01:00,36.25,41.51
2025-01-03 03:30:00+01:00,44.65,51.13
2025-01-03 03:45:00+01:00,40.07,45.87
2025-01-03 04:00:00+01:00,34.08,39.02
2025-01-03 04:15:00+01:00,30.1,34.46
2025-01-03 04:30:00+01:00,28.78,32.96
2025-01-03 04:45:00+01:00,33.37,38.21
2025-01-03 05:00:00+01:00,47.0,53.82
2025-01-03 05:15:00+01:00,39.2,44.88
2025-01-03 05:30:00+01:00,30.46,34.88
2025-01-03 05:45:00+01:00,30.97,35.47
2025-01-03 06:00:00+01:00,40.76,46.66
2025-01-03 06:15:00+01:00,33.03,37.83
2025-01-03 06:30:00+01:00,66.93,76.63
2025-01-03 06:45:00+01:00,69.09,79.11
2025-01-03 07:00:00+01:00,68.29,78.19
2025-01-03 07:15:00+01:00,66.22,75.82
2025-01-03 07:30:00+01:00,62.75,71.85
2025-01-03 07:45:00+01:00,69.86,79.98
2025-01-03 08:00:00+01:00,55.72,63.8
2025-01-03 08:15:00+01:00,40.9,46.82
2025-01-03 08:30:00+01:00,50.88,58.26
2025-01-03 08:45:00+01:00,51.98,59.52
2025-01-03 09:00:00+01:00,19.65,22.51
2025-01-03 09:15:00+01:00,19.65,22.51
2025-01-03 09:30:00+01:00,387.57,443.77
2025-01-03 09:45:00+01:00,19.65,22.51
2025-01-03 10:00:00+01:00,41.06,47.02
2025-01-03 10:15:00+01:00,39.71,45.47
2025-01-03 10:30:00+01:00,49.36,56.52
2025-01-03 10:45:00+01:00,61.96,70.94
2025-01-03 11:00:00+01:00,78.38,89.74
2025-01-03 11:15:00+01:00,72.87,83.43
2025-01-03 11:30:00+01:00,76.21,87.25
2025-01-03 11:45:00+01:00,74.68,85.5
2025-01-03 12:00:00+01:00,44.02,50.4
2025-01-03 12:15:00+01:00,49.87,57.11
2025-01-03 12:30:00+01:00,41.86,47.94
2025-01-03 12:45:00+01:00,46.68,53.44
2025-01-03 13:00:00+01:00,52.13,59.69
2025-01-03 13:15:00+01:00,17.35,19.87
2025-01-03 13:30:00+01:00,9.26,10.6
2025-01-03 13:45:00+01:00,10.37,11.87
2025-01-03 14:00:00+01:00,-60.37,-52.73
2025-01-03 14:15:00+01:00,39.42,45.14
2025-01-03 14:30:00+01:00,44.52,50.98
2025-01-03 14:45:00+01:00,-13.43,-11.73
2025-01-03 15:00:00+01:00,38.43,44.01
2025-01-03 15:15:00+01:00,40.56,46.44
2025-01-03 15:30:00+01:00,40.19,46.01
2025-01-03 15:45:00+01:00,44.24,50.66
2025-01-03 16:00:00+01:00,52.0,59.54
2025-01-03 16:15:00+01:00,48.14,55.12
2025-01-03 16:30:00+01:00,47.99,54.95
2025-01-03 16:45:00+01:00,52.11,59.67
2025-01-03 17:00:00+01:00,69.13,79.15
2025-01-03 17:15:00+01:00,458.11,524.53
2025-01-03 17:30:00+01:00,217.23,248.73
2025-01-03 17:45:00+01:00,491.77,563.07
2025-01-03 18:00:00+01:00,112.48,128.78
2025-01-03 18:15:00+01:00,165.44,189.42
2025-01-03 18:30:00+01:00,191.78,219.58
2025-01-03 18:45:00+01:00,188.62,215.96
2025-01-03 19:00:00+01:00,214.98,246.16
2025-01-03 19:15:00+01:00,122.94,140.76
2025-01-03 19:30:00+01:00,80.48,92.14
2025-01-03 19:45:00+01:00,59.65,68.29
2025-01-03 20:00:00+01:00,249.96,286.2
2025-01-03 20:15:00+01:00,75.61,86.57
2025-01-03 20:30:00+01:00,72.81,83.37
2025-01-03 20:45:00+01:00,89.25,102.19
2025-01-03 21:00:00+01:00,116.21,133.07
2025-01-03 21:15:00+01:00,52.74,60.38
2025-01-03 21:30:00+01:00,60.88,69.7
2025-01-03 21:45:00+01:00,77.8,89.08
2025-01-03 22:00:00+01:00,44.91,51.43
2025-01-03 22:15:00+01:00,113.95,130.47
2025-01-03 22:30:00+01:00,115.52,132.28
2025-01-03 22:45:00+01:00,110.62,126.66
2025-01-03 23:00:00+01:00,116.79,133.73
2025-01-03 23:15:00+01:00,109.93,125.87
2025-01-03 23:30:00+01:00,911.21,1043.33
2025-01-03 23:45:00+01:00,366.96,420.18
2025-01-04 00:00:00+01:00,480.43,550.09
2025-01-04 00:15:00+01:00,258.22,295.66
2025-01-04 00:30:00+01:00,111.52,127.7
2025-01-04 00:45:00+01:00,57.42,65.74
2025-01-04 01:00:00+01:00,98.93,113.27
2025-01-04 01:15:00+01:00,34.34,39.32
2025-01-04 01:30:00+01:00,337.15,386.03
2025-01-04 01:45:00+01:00,376.01,430.53
2025-01-04 02:00:00+01:00,396.08,453.52
2025-01-04 02:15:00+01:00,547.33,626.69
2025-01-04 02:30:00+01:00,1125.93,1289.19
2025-01-04 02:45:00+01:00,1117.99,1280.11
2025-01-04 03:00:00+01:00,1134.92,1299.48
2025-01-04 03:15:00+01:00,1563.32,1790.0
2025-01-04 03:30:00+01:00,401.5,459.72
2025-01-04 03:45:00+01:00,419.63,480.47
2025-01-04 04:00:00+01:00,55.92,64.02
2025-01-04 04:15:00+01:00,55.93,64.03
2025-01-04 04:30:00+01:00,62.93,72.05
2025-01-04 04:45:00+01:00,58.53,67.01
2025-01-04 05:00:00+01:00,105.32,120.6
2025-01-04 05:15:00+01:00,58.33,66.79
2025-01-04 05:30:00+01:00,115.35,132.07
2025-01-04 05:45:00+01:00,67.86,77.7
2025-01-04 06:00:00+01:00,82.97,95.01
2025-01-04 06:15:00+01:00,108.31,124.01
2025-01-04 06:30:00+01:00,111.59,127.77
2025-01-04 06:45:00+01:00,114.31,130.89
2025-01-04 07:00:00+01:00,37.98,43.48
2025-01-04 07:15:00+01:00,34.7,39.74
2025-01-04 07:30:00+01:00,65.32,74.8
2025-01-04 07:45:00+01:00,72.48,83.0
2025-01-04 08:00:00+01:00,54.96,62.94
2025-01-04 08:15:00+01:00,45.18,51.74
2025-01-04 08:30:00+01:00,64.95,74.37
2025-01-04 08:45:00+01:00,72.88,83.44
2025-01-04 09:00:00+01:00,76.9,88.04
2025-01-04 09:15:00+01:00,74.27,85.05
2025-01-04 09:30:00+01:00,74.17,84.93
2025-01-04 09:45:00+01:00,81.73,93.59
2025-01-04 10:00:00+01:00,68.15,78.03
2025-01-04 10:15:00+01:00,68.54,78.48
2025-01-04 10:30:00+01:00,72.78,83.34
2025-01-04 10:45:00+01:00,77.96,89.26
2025-01-04 11:00:00+01:00,77.59,88.85
2025-01-04 11:15:00+01:00,75.0,85.88
2025-01-04 11:30:00+01:00,75.16,86.06
2025-01-04 11:45:00+01:00,73.45,84.09
2025-01-04 12:00:00+01:00,71.32,81.66
2025-01-04 12:15:00+01:00,71.38,81.74
2025-01-04 12:30:00+01:00,75.03,85.91
2025-01-04 12:45:00+01:00,81.23,93.01
2025-01-04 13:00:00+01:00,69.26,79.3
2025-01-04 13:15:00+01:00,70.93,81.21
2025-01-04 13:30:00+01:00,70.63,80.87
2025-01-04 13:45:00+01:00,70.69,80.95
2025-01-04 14:00:00+01:00,72.58,83.1
2025-01-04 14:15:00+01:00,69.85,79.97
2025-01-04 14:30:00+01:00,66.4,76.02
2025-01-04 14:45:00+01:00,30.94,35.42
2025-01-04 15:00:00+01:00,499.53,571.97
2025-01-04 15:15:00+01:00,115.86,132.66
2025-01-04 15:30:00+01:00,112.88,129.24
2025-01-04 15:45:00+01:00,112.61,128.93
2025-01-04 16:00:00+01:00,182.66,209.14
2025-01-04 16:15:00+01:00,195.11,223.41
2025-01-04 16:30:00+01:00,195.11,223.41
2025-01-04 16:45:00+01:00,108.15,123.83
2025-01-04 17:00:00+01:00,94.27,107.93
2025-01-04 17:15:00+01:00,66.5,76.14
2025-01-04 17:30:00+01:00,96.75,110.77
2025-01-04 17:45:00+01:00,94.56,108.28
2025-01-04 18:00:00+01:00,96.91,110.97
2025-01-04 18:15:00+01:00,95.4,109.24
2025-01-04 18:30:00+01:00,92.94,106.42
2025-01-04 18:45:00+01:00,94.92,108.68
2025-01-04 19:00:00+01:00,136.34,156.1
2025-01-04 19:15:00+01:00,139.09,159.25
2025-01-04 19:30:00+01:00,140.11,160.43
2025-01-04 19:45:00+01:00,140.08,160.4
2025-01-04 20:00:00+01:00,184.24,210.96
2025-01-04 20:15:00+01:00,127.51,145.99
2025-01-04 20:30:00+01:00,127.54,146.04
2025-01-04 20:45:00+01:00,137.62,157.58
2025-01-04 21:00:00+01:00,109.59,125.49
2025-01-04 21:15:00+01:00,100.93,115.57
2025-01-04 21:30:00+01:00,103.84,118.9
2025-01-04 21:45:00+01:00,69.97,80.11
2025-01-04 22:00:00+01:00,154.27,176.65
2025-01-04 22:15:00+01:00,157.51,180.35
2025-01-04 22:30:00+01:00,147.54,168.94
2025-01-04 22:45:00+01:00,146.99,168.31
2025-01-04 23:00:00+01:00,333.27,381.59
2025-01-04 23:15:00+01:00,176.79,202.43
2025-01-04 23:30:00+01:00,250.22,286.5
2025-01-04 23:45:00+01:00,158.9,181.94
2025-01-05 00:00:00+01:00,115.38,132.1
2025-01-05 00:15:00+01:00,122.3,140.04
2025-01-05 00:30:00+01:00,123.72,141.66
2025-01-05 00:45:00+01:00,137.21,157.11
2025-01-05 01:00:00+01:00,124.76,142.86
2025-01-05 01:15:00+01:00,128.57,147.21
2025-01-05 01:30:00+01:00,134.34,153.82
2025-01-05 01:45:00+01:00,136.36,156.14
2025-01-05 02:00:00+01:00,136.99,156.85
2025-01-05 02:15:00+01:00,129.89,148.73
2025-01-05 02:30:00+01:00,73.69,84.37
2025-01-05 02:45:00+01:00,73.36,84.0
2025-01-05 03:00:00+01:00,573.92,657.14
2025-01-05 03:15:00+01:00,37.99,43.49
2025-01-05 03:30:00+01:00,27.96,32.02
2025-01-05 03:45:00+01:00,25.45,29.13
2025-01-05 04:00:00+01:00,24.07,27.55
2025-01-05 04:15:00+01:00,24.07,27.55
2025-01-05 04:30:00+01:00,21.54,24.66
2025-01-05 04:45:00+01:00,16.06,18.38
2025-01-05 05:00:00+01:00,15.0,17.18
2025-01-05 05:15:00+01:00,15.0,17.18
2025-01-05 05:30:00+01:00,16.25,18.61
2025-01-05 05:45:00+01:00,17.78,20.36
2025-01-05 06:00:00+01:00,17.02,19.48
2025-01-05 06:15:00+01:00,17.67,20.23
2025-01-05 06:30:00+01:00,10.37,11.87
2025-01-05 06:45:00+01:00,15.63,17.89
2025-01-05 07:00:00+01:00,2.71,3.11
2025-01-05 07:15:00+01:00,-9.74,-8.5
2025-01-05 07:30:00+01:00,0.68,0.78
2025-01-05 07:45:00+01:00,17.18,19.68
2025-01-05 08:00:00+01:00,16.76,19.18
2025-01-05 08:15:00+01:00,17.53,20.07
2025-01-05 08:30:00+01:00,24.83,28.43
2025-01-05 08:45:00+01:00,24.4,27.94
2025-01-05 09:00:00+01:00,22.26,25.48
2025-01-05 09:15:00+01:00,20.43,23.39
2025-01-05 09:30:00+01:00,20.52,23.5
2025-01-05 09:45:00+01:00,20.52,23.5
2025-01-05 10:00:00+01:00,20.74,23.74
2025-01-05 10:15:00+01:00,20.81,23.83
2025-01-05 10:30:00+01:00,20.78,23.8
2025-01-05 10:45:00+01:00,21.83,24.99
2025-01-05 11:00:00+01:00,17.28,19.78
2025-01-05 11:15:00+01:00,13.96,15.98
2025-01-05 11:30:00+01:00,13.44,15.38
2025-01-05 11:45:00+01:00,12.02,13.76
2025-01-05 12:00:00+01:00,18.45,21.13
2025-01-05 12:15:00+01:00,19.24,22.02
2025-01-05 12:30:00+01:00,14.98,17.16
2025-01-05 12:45:00+01:00,16.66,19.08
2025-01-05 13:00:00+01:00,17.41,19.93
2025-01-05 13:15:00+01:00,16.76,19.18
2025-01-05 13:30:00+01:00,16.66,19.08
2025-01-05 13:45:00+01:00,15.93,18.25
2025-01-05 14:00:00+01:00,11.19,12.81
2025-01-05 14:15:00+01:00,11.12,12.74
2025-01-05 14:30:00+01:00,12.72,14.56
2025-01-05 14:45:00+01:00,12.17,13.93
2025-01-05 15:00:00+01:00,10.43,11.95
2025-01-05 15:15:00+01:00,9.9,11.34
2025-01-05 15:30:00+01:00,9.85,11.27
2025-01-05 15:45:00+01:00,9.86,11.3
2025-01-05 16:00:00+01:00,14.89,17.05
2025-01-05 16:15:00+01:00,14.65,16.77
2025-01-05 16:30:00+01:00,14.33,16.41
2025-01-05 16:45:00+01:00,14.72,16.86
2025-01-05 17:00:00+01:00,17.41,19.93
2025-01-05 17:15:00+01:00,13.99,16.01
2025-01-05 17:30:00+01:00,18.03,20.65
2025-01-05 17:45:00+01:00,16.8,19.24
2025-01-05 18:00:00+01:00,16.24,18.6
2025-01-05 18:15:00+01:00,19.42,22.24
2025-01-05 18:30:00+01:00,19.07,21.83
2025-01-05 18:45:00+01:00,18.55,21.23
2025-01-05 19:00:00+01:00,12.76,14.6
2025-01-05 19:15:00+01:00,14.67,16.79
2025-01-05 19:30:00+01:00,51.33,58.77
2025-01-05 19:45:00+01:00,31.37,35.91
2025-01-05 20:00:00+01:00,67.07,76.79
2025-01-05 20:15:00+01:00,1.99,2.27
2025-01-05 20:30:00+01:00,7.41,8.49
2025-01-05 20:45:00+01:00,14.96,17.12
2025-01-05 21:00:00+01:00,9.32,10.68
2025-01-05 21:15:00+01:00,9.76,11.18
2025-01-05 21:30:00+01:00,8.23,9.43
2025-01-05 21:45:00+01:00,11.08,12.68
2025-01-05 22:00:00+01:00,8.62,9.88
2025-01-05 22:15:00+01:00,9.27,10.61
2025-01-05 22:30:00+01:00,7.98,9.14
2025-01-05 22:45:00+01:00,8.16,9.34
2025-01-05 23:00:00+01:00,7.4,8.48
2025-01-05 23:15:00+01:00,6.62,7.58
2025-01-05 23:30:00+01:00,6.56,7.52
2025-01-05 23:45:00+01:00,6.06,6.94
2025-01-06 00:00:00+01:00,5.51,6.31
2025-01-06 00:15:00+01:00,2.86,3.28
2025-01-06 00:30:00+01:00,2.0,2.28
2025-01-06 00:45:00+01:00,2.29,2.63
2025-01-06 01:00:00+01:00,-40.23,-35.13
2025-01-06 01:15:00+01:00,-102.27,-89.31
2025-01-06 01:30:00+01:00,-106.87,-93.33
2025-01-06 01:45:00+01:00,-121.11,-105.77
2025-01-06 02:00:00+01:00,2.01,2.31
2025-01-06 02:15:00+01:00,-0.27,-0.23
2025-01-06 02:30:00+01:00,-0.74,-0.64
2025-01-06 02:45:00+01:00,-0.82,-0.72
2025-01-06 03:00:00+01:00,-1.14,-1.0
2025-01-06 03:15:00+01:00,-1.47,-1.29
2025-01-06 03:30:00+01:00,-39.79,-34.75
2025-01-06 03:45:00+01:00,-79.84,-69.72
2025-01-06 04:00:00+01:00,-52.55,-45.89
2025-01-06 04:15:00+01:00,-46.99,-41.03
2025-01-06 04:30:00+01:00,-47.0,-41.04
2025-01-06 04:45:00+01:00,-67.65,-59.09
2025-01-06 05:00:00+01:00,-55.11,-48.13
2025-01-06 05:15:00+01:00,-59.5,-51.96
2025-01-06 05:30:00+01:00,-8.38,-7.32
2025-01-06 05:45:00+01:00,-6.05,-5.29
2025-01-06 06:00:00+01:00,136.18,155.92
2025-01-06 06:15:00+01:00,102.96,117.88
2025-01-06 06:30:00+01:00,101.75,116.51
2025-01-06 06:45:00+01:00,88.79,101.67
2025-01-06 07:00:00+01:00,103.26,118.24
2025-01-06 07:15:00+01:00,238.33,272.89
2025-01-06 07:30:00+01:00,264.21,302.53
2025-01-06 07:45:00+01:00,193.66,221.74
2025-01-06 08:00:00+01:00,102.0,116.8
2025-01-06 08:15:00+01:00,108.35,124.07
2025-01-06 08:30:00+01:00,111.51,127.67
2025-01-06 08:45:00+01:00,106.72,122.2
2025-01-06 09:00:00+01:00,21.12,24.18
2025-01-06 09:15:00+01:00,24.98,28.6
2025-01-06 09:30:00+01:00,22.32,25.56
2025-01-06 09:45:00+01:00,24.5,28.06
2025-01-06 10:00:00+01:00,29.53,33.81
2025-01-06 10:15:00+01:00,28.37,32.49
2025-01-06 10:30:00+01:00,26.59,30.45
2025-01-06 10:45:00+01:00,30.32,34.72
2025-01-06 11:00:00+01:00,25.56,29.26
2025-01-06 11:15:00+01:00,25.0,28.62
2025-01-06 11:30:00+01:00,26.6,30.46
2025-01-06 11:45:00+01:00,26.68,30.54
2025-01-06 12:00:00+01:00,30.19,34.57
2025-01-06 12:15:00+01:00,30.44,34.86
2025-01-06 12:30:00+01:00,41.63,47.67
2025-01-06 12:45:00+01:00,18.07,20.69
2025-01-06 13:00:00+01:00,28.98,33.18
2025-01-06 13:15:00+01:00,22.16,25.38
2025-01-06 13:30:00+01:00,4.12,4.72
2025-01-06 13:45:00+01:00,-77.45,-67.65
2025-01-06 14:00:00+01:00,7.25,8.31
2025-01-06 14:15:00+01:00,-142.84,-124.76
2025-01-06 14:30:00+01:00,14.55,16.67
2025-01-06 14:45:00+01:00,18.6,21.3
2025-01-06 15:00:00+01:00,14.75,16.89
2025-01-06 15:15:00+01:00,-7.25,-6.33
2025-01-06 15:30:00+01:00,-44.67,-39.01
2025-01-06 15:45:00+01:00,-40.55,-35.41
2025-01-06 16:00:00+01:00,17.98,20.58
2025-01-06 16:15:00+01:00,17.75,20.33
2025-01-06 16:30:00+01:00,21.45,24.57
2025-01-06 16:45:00+01:00,24.74,28.32
2025-01-06 17:00:00+01:00,26.39,30.21
2025-01-06 17:15:00+01:00,24.12,27.62
2025-01-06 17:30:00+01:00,25.5,29.2
2025-01-06 17:45:00+01:00,27.73,31.75
2025-01-06 18:00:00+01:00,-132.14,-115.4
2025-01-06 18:15:00+01:00,3.52,4.04
2025-01-06 18:30:00+01:00,39.29,44.99
