,Long,Short
2025-02-27 15:00:00+01:00,157.27,178.59
2025-02-27 15:15:00+01:00,163.51,185.69
2025-02-27 15:30:00+01:00,3.54,4.02
2025-02-27 15:45:00+01:00,156.04,177.2
2025-02-27 16:00:00+01:00,32.11,36.47
2025-02-27 16:15:00+01:00,87.72,99.62
2025-02-27 16:30:00+01:00,120.84,137.22
2025-02-27 16:45:00+01:00,35.09,39.85
2025-02-27 17:00:00+01:00,46.66,52.98
2025-02-27 17:15:00+01:00,46.01,52.25
2025-02-27 17:30:00+01:00,48.44,55.0
2025-02-27 17:45:00+01:00,123.98,140.8
2025-02-27 18:00:00+01:00,58.83,66.81
2025-02-27 18:15:00+01:00,55.53,63.07
2025-02-27 18:30:00+01:00,47.74,54.22
2025-02-27 18:45:00+01:00,113.09,128.43
2025-02-27 19:00:00+01:00,133.52,151.62
2025-02-27 19:15:00+01:00,145.72,165.48
2025-02-27 19:30:00+01:00,145.91,165.69
2025-02-27 19:45:00+01:00,145.91,165.69
2025-02-27 20:00:00+01:00,121.65,138.15
2025-02-27 20:15:00+01:00,118.66,134.76
2025-02-27 20:30:00+01:00,109.5,124.36
2025-02-27 20:45:00+01:00,78.44,89.08
2025-02-27 21:00:00+01:00,102.15,116.01
2025-02-27 21:15:00+01:00,94.15,106.91
2025-02-27 21:30:00+01:00,36.97,41.99
2025-02-27 21:45:00+01:00,91.41,103.81
2025-02-27 22:00:00+01:00,37.19,42.23
2025-02-27 22:15:00+01:00,114.22,129.7
2025-02-27 22:30:00+01:00,94.12,106.88
2025-02-27 22:45:00+01:00,96.54,109.64
2025-02-27 23:00:00+01:00,123.77,140.55
2025-02-27 23:15:00+01:00,110.27,125.23
2025-02-27 23:30:00+01:00,105.86,120.22
2025-02-27 23:45:00+01:00,92.78,105.36
2025-02-28 00:00:00+01:00,90.72,103.02
2025-02-28 00:15:00+01:00,108.22,122.9
2025-02-28 00:30:00+01:00,94.36,107.16
2025-02-28 00:45:00+01:00,97.84,111.1
2025-02-28 01:00:00+01:00,83.65,94.99
2025-02-28 01:15:00+01:00,108.62,123.34
2025-02-28 01:30:00+01:00,108.52,123.24
2025-02-28 01:45:00+01:00,94.07,106.83
2025-02-28 02:00:00+01:00,76.29,86.63
2025-02-28 02:15:00+01:00,87.81,99.71
2025-02-28 02:30:00+01:00,76.44,86.8
2025-02-28 02:45:00+01:00,91.69,104.13
2025-02-28 03:00:00+01:00,85.79,97.43
2025-02-28 03:15:00+01:00,98.49,111.85
2025-02-28 03:30:00+01:00,101.27,115.01
2025-02-28 03:45:00+01:00,102.78,116.72
2025-02-28 04:00:00+01:00,-166.84,-146.92
2025-02-28 04:15:00+01:00,34.83,39.55
2025-02-28 04:30:00+01:00,74.38,84.46
2025-02-28 04:45:00+01:00,122.76,139.4
2025-02-28 05:00:00+01:00,97.97,111.25
2025-02-28 05:15:00+01:00,66.34,75.34
2025-02-28 05:30:00+01:00,71.54,81.24
2025-02-28 05:45:00+01:00,96.9,110.04
2025-02-28 06:00:00+01:00,83.54,94.86
2025-02-28 06:15:00+01:00,92.13,104.63
2025-02-28 06:30:00+01:00,69.8,79.26
2025-02-28 06:45:00+01:00,110.06,124.98
2025-02-28 07:00:00+01:00,88.81,100.85
2025-02-28 07:15:00+01:00,256.71,291.53
2025-02-28 07:30:00+01:00,102.43,116.31
2025-02-28 07:45:00+01:00,279.56,317.48
2025-02-28 08:00:00+01:00,188.72,214.32
2025-02-28 08:15:00+01:00,188.72,214.32
2025-02-28 08:30:00+01:00,202.32,229.76
2025-02-28 08:45:00+01:00,-82.97,-73.07
2025-02-28 09:00:00+01:00,169.57,192.57
2025-02-28 09:15:00+01:00,88.33,100.31
2025-02-28 09:30:00+01:00,147.49,167.49
2025-02-28 09:45:00+01:00,51.25,58.19
2025-02-28 10:00:00+01:00,110.27,125.23
2025-02-28 10:15:00+01:00,126.72,143.9
2025-02-28 10:30:00+01:00,127.98,145.34
2025-02-28 10:45:00+01:00,-157.93,-139.07
2025-02-28 11:00:00+01:00,124.82,141.74
2025-02-28 11:15:00+01:00,123.68,140.46
2025-02-28 11:30:00+01:00,123.88,140.68
2025-02-28 11:45:00+01:00,123.88,140.68
2025-02-28 12:00:00+01:00,90.14,102.36
2025-02-28 12:15:00+01:00,48.44,55.0
2025-02-28 12:30:00+01:00,190.06,215.84
2025-02-28 12:45:00+01:00,131.09,148.87
2025-02-28 13:00:00+01:00,155.97,177.13
2025-02-28 13:15:00+01:00,142.42,161.74
2025-02-28 13:30:00+01:00,90.26,102.5
2025-02-28 13:45:00+01:00,93.85,106.57
2025-02-28 14:00:00+01:00,111.8,126.96
2025-02-28 14:15:00+01:00,112.0,127.18
2025-02-28 14:30:00+01:00,112.46,127.72
2025-02-28 14:45:00+01:00,112.47,127.73
2025-02-28 15:00:00+01:00,141.72,160.94
2025-02-28 15:15:00+01:00,145.63,165.37
2025-02-28 15:30:00+01:00,133.54,151.64
2025-02-28 15:45:00+01:00,123.41,140.15
2025-02-28 16:00:00+01:00,122.99,139.67
2025-02-28 16:15:00+01:00,118.44,134.5
2025-02-28 16:30:00+01:00,192.83,218.97
2025-02-28 16:45:00+01:00,193.15,219.35
2025-02-28 17:00:00+01:00,83.68,95.02
2025-02-28 17:15:00+01:00,101.0,114.7
2025-02-28 17:30:00+01:00,83.86,95.24
2025-02-28 17:45:00+01:00,111.09,126.15
2025-02-28 18:00:00+01:00,102.29,116.17
2025-02-28 18:15:00+01:00,121.14,137.56
2025-02-28 18:30:00+01:00,91.15,103.51
2025-02-28 18:45:00+01:00,111.3,126.4
2025-02-28 19:00:00+01:00,124.38,141.24
2025-02-28 19:15:00+01:00,119.87,136.13
2025-02-28 19:30:00+01:00,115.23,130.85
2025-02-28 19:45:00+01:00,115.76,131.46
2025-02-28 20:00:00+01:00,115.48,131.14
2025-02-28 20:15:00+01:00,100.7,114.36
2025-02-28 20:30:00+01:00,110.32,125.28
2025-02-28 20:45:00+01:00,110.32,125.28
2025-02-28 21:00:00+01:00,41.34,46.94
2025-02-28 21:15:00+01:00,58.9,66.88
2025-02-28 21:30:00+01:00,97.28,110.48
2025-02-28 21:45:00+01:00,82.18,93.32
2025-02-28 22:00:00+01:00,110.72,125.74
2025-02-28 22:15:00+01:00,103.81,117.89
2025-02-28 22:30:00+01:00,72.46,82.28
2025-02-28 22:45:00+01:00,105.48,119.78
2025-02-28 23:00:00+01:00,106.05,120.43
2025-02-28 23:15:00+01:00,107.37,121.93
2025-02-28 23:30:00+01:00,92.04,104.52
2025-02-28 23:45:00+01:00,65.85,74.79
2025-03-01 00:00:00+01:00,126.56,141.6
2025-03-01 00:15:00+01:00,123.18,137.82
2025-03-01 00:30:00+01:00,151.51,169.53
2025-03-01 00:45:00+01:00,132.06,147.76
2025-03-01 01:00:00+01:00,215.32,240.92
2025-03-01 01:15:00+01:00,128.39,143.65
2025-03-01 01:30:00+01:00,112.75,126.15
2025-03-01 01:45:00+01:00,100.57,112.53
2025-03-01 02:00:00+01:00,112.47,125.83
2025-03-01 02:15:00+01:00,119.01,133.15
2025-03-01 02:30:00+01:00,235.84,263.88
2025-03-01 02:45:00+01:00,80.51,90.09
2025-03-01 03:00:00+01:00,102.6,114.8
2025-03-01 03:15:00+01:00,123.18,137.82
2025-03-01 03:30:00+01:00,123.18,137.82
2025-03-01 03:45:00+01:00,121.96,136.46
2025-03-01 04:00:00+01:00,122.69,137.27
2025-03-01 04:15:00+01:00,106.04,118.64
2025-03-01 04:30:00+01:00,110.96,124.14
2025-03-01 04:45:00+01:00,-60.6,-54.16
2025-03-01 05:00:00+01:00,55.18,61.74
2025-03-01 05:15:00+01:00,141.68,158.52
2025-03-01 05:30:00+01:00,147.37,164.89
2025-03-01 05:45:00+01:00,149.58,167.36
2025-03-01 06:00:00+01:00,148.13,165.73
2025-03-01 06:15:00+01:00,113.88,127.42
2025-03-01 06:30:00+01:00,80.13,89.65
2025-03-01 06:45:00+01:00,123.21,137.85
2025-03-01 07:00:00+01:00,79.77,89.25
2025-03-01 07:15:00+01:00,148.52,166.18
2025-03-01 07:30:00+01:00,95.53,106.89
2025-03-01 07:45:00+01:00,148.52,166.18
2025-03-01 08:00:00+01:00,95.48,106.82
2025-03-01 08:15:00+01:00,86.28,96.54
2025-03-01 08:30:00+01:00,84.5,94.54
2025-03-01 08:45:00+01:00,85.66,95.84
2025-03-01 09:00:00+01:00,83.32,93.22
2025-03-01 09:15:00+01:00,87.0,97.34
2025-03-01 09:30:00+01:00,90.06,100.76
2025-03-01 09:45:00+01:00,19.77,22.13
2025-03-01 10:00:00+01:00,10.29,11.51
2025-03-01 10:15:00+01:00,15.39,17.21
2025-03-01 10:30:00+01:00,90.44,101.18
2025-03-01 10:45:00+01:00,-163.71,-146.31
2025-03-01 11:00:00+01:00,-102.62,-91.72
2025-03-01 11:15:00+01:00,-402.14,-359.42
2025-03-01 11:30:00+01:00,-407.16,-363.9
2025-03-01 11:45:00+01:00,-501.65,-448.35
2025-03-01 12:00:00+01:00,7.64,8.54
2025-03-01 12:15:00+01:00,31.57,35.33
2025-03-01 12:30:00+01:00,35.92,40.2
2025-03-01 12:45:00+01:00,35.71,39.95
2025-03-01 13:00:00+01:00,31.58,35.34
2025-03-01 13:15:00+01:00,28.43,31.81
2025-03-01 13:30:00+01:00,25.49,28.51
2025-03-01 13:45:00+01:00,25.16,28.16
2025-03-01 14:00:00+01:00,23.88,26.72
2025-03-01 14:15:00+01:00,88.65,99.19
2025-03-01 14:30:00+01:00,64.65,72.33
2025-03-01 14:45:00+01:00,43.82,49.02
2025-03-01 15:00:00+01:00,57.86,64.74
2025-03-01 15:15:00+01:00,55.61,62.23
2025-03-01 15:30:00+01:00,221.48,247.8
2025-03-01 15:45:00+01:00,174.07,194.77
2025-03-01 16:00:00+01:00,110.33,123.45
2025-03-01 16:15:00+01:00,125.38,140.28
2025-03-01 16:30:00+01:00,107.02,119.74
2025-03-01 16:45:00+01:00,90.29,101.03
2025-03-01 17:00:00+01:00,82.72,92.56
2025-03-01 17:15:00+01:00,125.84,140.8
2025-03-01 17:30:00+01:00,71.57,80.07
2025-03-01 17:45:00+01:00,132.51,148.27
2025-03-01 18:00:00+01:00,79.16,88.56
2025-03-01 18:15:00+01:00,240.1,268.64
2025-03-01 18:30:00+01:00,211.81,236.99
2025-03-01 18:45:00+01:00,209.45,234.35
2025-03-01 19:00:00+01:00,208.24,233.0
2025-03-01 19:15:00+01:00,121.91,136.41
2025-03-01 19:30:00+01:00,123.39,138.05
2025-03-01 19:45:00+01:00,125.77,140.73
2025-03-01 20:00:00+01:00,122.38,136.92
2025-03-01 20:15:00+01:00,118.19,132.23
2025-03-01 20:30:00+01:00,117.93,131.95
2025-03-01 20:45:00+01:00,108.85,121.79
2025-03-01 21:00:00+01:00,120.6,134.94
2025-03-01 21:15:00+01:00,107.04,119.76
2025-03-01 21:30:00+01:00,104.72,117.16
2025-03-01 21:45:00+01:00,-13.07,-11.69
2025-03-01 22:00:00+01:00,120.19,134.47
2025-03-01 22:15:00+01:00,120.84,135.2
2025-03-01 22:30:00+01:00,116.45,130.29
2025-03-01 22:45:00+01:00,119.91,134.17
2025-03-01 23:00:00+01:00,120.1,134.38
2025-03-01 23:15:00+01:00,120.1,134.38
2025-03-01 23:30:00+01:00,116.81,130.69
2025-03-01 23:45:00+01:00,115.56,129.3
2025-03-02 00:00:00+01:00,61.22,68.5
2025-03-02 00:15:00+01:00,61.48,68.78
2025-03-02 00:30:00+01:00,128.43,143.69
2025-03-02 00:45:00+01:00,63.44,70.98
2025-03-02 01:00:00+01:00,127.36,142.5
2025-03-02 01:15:00+01:00,129.35,144.73
2025-03-02 01:30:00+01:00,133.4,149.26
2025-03-02 01:45:00+01:00,112.95,126.37
2025-03-02 02:00:00+01:00,128.15,143.39
2025-03-02 02:15:00+01:00,129.67,145.09
2025-03-02 02:30:00+01:00,104.28,116.68
2025-03-02 02:45:00+01:00,112.35,125.71
2025-03-02 03:00:00+01:00,100.2,112.12
2025-03-02 03:15:00+01:00,104.41,116.83
2025-03-02 03:30:00+01:00,109.15,122.13
2025-03-02 03:45:00+01:00,109.65,122.69
2025-03-02 04:00:00+01:00,133.21,149.05
2025-03-02 04:15:00+01:00,131.66,147.32
2025-03-02 04:30:00+01:00,77.97,87.23
2025-03-02 04:45:00+01:00,63.61,71.17
2025-03-02 05:00:00+01:00,71.7,80.22
2025-03-02 05:15:00+01:00,110.51,123.65
2025-03-02 05:30:00+01:00,-12.53,-11.19
2025-03-02 05:45:00+01:00,82.31,92.09
2025-03-02 06:00:00+01:00,81.11,90.75
2025-03-02 06:15:00+01:00,81.23,90.89
2025-03-02 06:30:00+01:00,80.64,90.22
2025-03-02 06:45:00+01:00,84.81,94.89
2025-03-02 07:00:00+01:00,84.13,94.13
2025-03-02 07:15:00+01:00,79.06,88.46
2025-03-02 07:30:00+01:00,64.7,72.4
2025-03-02 07:45:00+01:00,-10.3,-9.2
2025-03-02 08:00:00+01:00,265.92,297.52
2025-03-02 08:15:00+01:00,114.91,128.57
2025-03-02 08:30:00+01:00,105.06,117.54
2025-03-02 08:45:00+01:00,-16.81,-15.03
2025-03-02 09:00:00+01:00,100.23,112.15
2025-03-02 09:15:00+01:00,103.99,116.35
2025-03-02 09:30:00+01:00,107.58,120.36
2025-03-02 09:45:00+01:00,112.5,125.88
2025-03-02 10:00:00+01:00,105.08,117.58
2025-03-02 10:15:00+01:00,121.46,135.9
2025-03-02 10:30:00+01:00,45.51,50.93
2025-03-02 10:45:00+01:00,-20.15,-18.01
2025-03-02 11:00:00+01:00,-52.61,-47.03
2025-03-02 11:15:00+01:00,-43.0,-38.44
2025-03-02 11:30:00+01:00,-163.39,-146.03
2025-03-02 11:45:00+01:00,-113.14,-101.12
2025-03-02 12:00:00+01:00,-127.3,-113.78
2025-03-02 12:15:00+01:00,-155.11,-138.63
2025-03-02 12:30:00+01:00,-0.57,-0.51
2025-03-02 12:45:00+01:00,-24.91,-22.27
2025-03-02 13:00:00+01:00,-110.93,-99.15
2025-03-02 13:15:00+01:00,-43.85,-39.19
2025-03-02 13:30:00+01:00,-137.82,-123.18
2025-03-02 13:45:00+01:00,-341.27,-305.01
2025-03-02 14:00:00+01:00,9.38,10.5
2025-03-02 14:15:00+01:00,-117.39,-104.91
2025-03-02 14:30:00+01:00,4.62,5.16
2025-03-02 14:45:00+01:00,11.11,12.43
2025-03-02 15:00:00+01:00,11.03,12.35
2025-03-02 15:15:00+01:00,11.03,12.35
2025-03-02 15:30:00+01:00,11.14,12.46
2025-03-02 15:45:00+01:00,11.15,12.47
2025-03-02 16:00:00+01:00,19.07,21.33
2025-03-02 16:15:00+01:00,15.64,17.5
2025-03-02 16:30:00+01:00,30.87,34.55
2025-03-02 16:45:00+01:00,33.91,37.95
2025-03-02 17:00:00+01:00,51.49,57.61
2025-03-02 17:15:00+01:00,56.36,63.06
2025-03-02 17:30:00+01:00,81.92,91.66
2025-03-02 17:45:00+01:00,82.68,92.5
2025-03-02 18:00:00+01:00,78.32,87.64
2025-03-02 18:15:00+01:00,137.76,154.14
2025-03-02 18:30:00+01:00,220.16,246.34
2025-03-02 18:45:00+01:00,225.2,251.96
2025-03-02 19:00:00+01:00,242.07,270.85
2025-03-02 19:15:00+01:00,246.91,276.25
2025-03-02 19:30:00+01:00,-150.17,-134.21
2025-03-02 19:45:00+01:00,-7.28,-6.5
2025-03-02 20:00:00+01:00,59.16,66.2
2025-03-02 20:15:00+01:00,63.21,70.73
2025-03-02 20:30:00+01:00,50.29,56.27
2025-03-02 20:45:00+01:00,39.47,44.17
2025-03-02 21:00:00+01:00,39.1,43.74
2025-03-02 21:15:00+01:00,39.52,44.22
2025-03-02 21:30:00+01:00,40.67,45.51
2025-03-02 21:45:00+01:00,45.34,50.74
2025-03-02 22:00:00+01:00,39.52,44.22
2025-03-02 22:15:00+01:00,39.24,43.9
2025-03-02 22:30:00+01:00,40.78,45.62
2025-03-02 22:45:00+01:00,126.96,142.06
2025-03-02 23:00:00+01:00,178.59,199.81
2025-03-02 23:15:00+01:00,108.26,121.12
2025-03-02 23:30:00+01:00,82.47,92.27
2025-03-02 23:45:00+01:00,46.98,52.56
2025-03-03 00:00:00+01:00,54.77,61.29
2025-03-03 00:15:00+01:00,61.33,68.63
2025-03-03 00:30:00+01:00,45.11,50.47
2025-03-03 00:45:00+01:00,55.2,61.76
2025-03-03 01:00:00+01:00,52.03,58.21
2025-03-03 01:15:00+01:00,111.88,125.18
2025-03-03 01:30:00+01:00,110.03,123.11
2025-03-03 01:45:00+01:00,110.79,123.95
2025-03-03 02:00:00+01:00,52.14,58.34
2025-03-03 02:15:00+01:00,55.02,61.56
2025-03-03 02:30:00+01:00,52.63,58.89
2025-03-03 02:45:00+01:00,57.99,64.89
2025-03-03 03:00:00+01:00,97.87,109.51
2025-03-03 03:15:00+01:00,27.28,30.52
2025-03-03 03:30:00+01:00,27.06,30.28
2025-03-03 03:45:00+01:00,27.06,30.28
2025-03-03 04:00:00+01:00,113.74,127.26
2025-03-03 04:15:00+01:00,92.65,103.67
2025-03-03 04:30:00+01:00,113.74,127.26
2025-03-03 04:45:00+01:00,94.45,105.67
2025-03-03 05:00:00+01:00,95.71,107.09
2025-03-03 05:15:00+01:00,213.34,238.7
2025-03-03 05:30:00+01:00,376.62,421.38
2025-03-03 05:45:00+01:00,312.14,349.24
2025-03-03 06:00:00+01:00,169.51,189.65
2025-03-03 06:15:00+01:00,193.96,217.02
2025-03-03 06:30:00+01:00,147.26,164.76
2025-03-03 06:45:00+01:00,308.09,344.71
2025-03-03 07:00:00+01:00,302.7,338.68
2025-03-03 07:15:00+01:00,309.43,346.21
2025-03-03 07:30:00+01:00,326.16,364.92
2025-03-03 07:45:00+01:00,324.44,363.0
2025-03-03 08:00:00+01:00,248.59,278.15
2025-03-03 08:15:00+01:00,248.59,278.15
2025-03-03 08:30:00+01:00,172.18,192.64
2025-03-03 08:45:00+01:00,238.98,267.38
2025-03-03 09:00:00+01:00,200.47,224.29
2025-03-03 09:15:00+01:00,109.79,122.85
2025-03-03 09:30:00+01:00,-127.93,-114.33
2025-03-03 09:45:00+01:00,30.59,34.23
2025-03-03 10:00:00+01:00,649.68,726.9
2025-03-03 10:15:00+01:00,256.49,286.97
2025-03-03 10:30:00+01:00,93.49,104.61
2025-03-03 10:45:00+01:00,94.27,105.47
2025-03-03 11:00:00+01:00,97.16,108.7
2025-03-03 11:15:00+01:00,74.9,83.8
2025-03-03 11:30:00+01:00,-98.69,-88.21
2025-03-03 11:45:00+01:00,-76.25,-68.15
2025-03-03 12:00:00+01:00,72.13,80.71
2025-03-03 12:15:00+01:00,-386.07,-345.05
2025-03-03 12:30:00+01:00,2.7,3.02
2025-03-03 12:45:00+01:00,76.98,86.14
2025-03-03 13:00:00+01:00,110.49,123.63
2025-03-03 13:15:00+01:00,112.07,125.39
2025-03-03 13:30:00+01:00,109.88,122.94
2025-03-03 13:45:00+01:00,-196.64,-175.74
2025-03-03 14:00:00+01:00,-124.46,-111.24
2025-03-03 14:15:00+01:00,-64.04,-57.24
2025-03-03 14:30:00+01:00,15.81,17.69
2025-03-03 14:45:00+01:00,16.08,18.0
2025-03-03 15:00:00+01:00,21.95,24.55
2025-03-03 15:15:00+01:00,21.79,24.37
2025-03-03 15:30:00+01:00,19.88,22.24
2025-03-03 15:45:00+01:00,19.77,22.11
2025-03-03 16:00:00+01:00,24.17,27.05
2025-03-03 16:15:00+01:00,15.51,17.35
2025-03-03 16:30:00+01:00,11.4,12.76
2025-03-03 16:45:00+01:00,11.24,12.58
2025-03-03 17:00:00+01:00,12.72,14.24
2025-03-03 17:15:00+01:00,14.8,16.56
2025-03-03 17:30:00+01:00,16.16,18.08
2025-03-03 17:45:00+01:00,11.45,12.81
2025-03-03 18:00:00+01:00,72.53,81.15
2025-03-03 18:15:00+01:00,81.23,90.89
2025-03-03 18:30:00+01:00,77.68,86.92
2025-03-03 18:45:00+01:00,77.68,86.92
2025-03-03 19:00:00+01:00,83.18,93.06
2025-03-03 19:15:00+01:00,80.23,89.77
2025-03-03 19:30:00+01:00,3.11,3.47
2025-03-03 19:45:00+01:00,-76.35,-68.23
2025-03-03 20:00:00+01:00,78.19,87.49
2025-03-03 20:15:00+01:00,86.78,97.1
2025-03-03 20:30:00+01:00,82.59,92.41
2025-03-03 20:45:00+01:00,87.64,98.06
2025-03-03 21:00:00+01:00,81.4,91.08
2025-03-03 21:15:00+01:00,87.4,97.78
2025-03-03 21:30:00+01:00,80.61,90.19
2025-03-03 21:45:00+01:00,83.75,93.71
2025-03-03 22:00:00+01:00,58.55,65.51
2025-03-03 22:15:00+01:00,86.0,96.22
2025-03-03 22:30:00+01:00,66.06,73.92
2025-03-03 22:45:00+01:00,69.48,77.74
2025-03-03 23:00:00+01:00,111.13,124.35
2025-03-03 23:15:00+01:00,87.41,97.79
2025-03-03 23:30:00+01:00,78.22,87.52
2025-03-03 23:45:00+01:00,69.75,78.05
2025-03-04 00:00:00+01:00,92.46,103.46
2025-03-04 00:15:00+01:00,49.34,55.2
2025-03-04 00:30:00+01:00,50.85,56.89
2025-03-04 00:45:00+01:00,58.97,65.99
2025-03-04 01:00:00+01:00,91.94,102.86
2025-03-04 01:15:00+01:00,80.42,89.98
2025-03-04 01:30:00+01:00,111.26,124.48
2025-03-04 01:45:00+01:00,109.94,123.0
2025-03-04 02:00:00+01:00,98.08,109.74
2025-03-04 02:15:00+01:00,122.42,136.98
2025-03-04 02:30:00+01:00,122.42,136.98
2025-03-04 02:45:00+01:00,108.8,121.74
2025-03-04 03:00:00+01:00,33.55,37.53
2025-03-04 03:15:00+01:00,106.75,119.43
2025-03-04 03:30:00+01:00,106.75,119.43
2025-03-04 03:45:00+01:00,106.75,119.43
2025-03-04 04:00:00+01:00,122.42,136.98
2025-03-04 04:15:00+01:00,96.08,107.5
2025-03-04 04:30:00+01:00,122.42,136.98
2025-03-04 04:45:00+01:00,122.42,136.98
2025-03-04 05:00:00+01:00,71.31,79.79
2025-03-04 05:15:00+01:00,71.31,79.79
2025-03-04 05:30:00+01:00,1224.02,1369.52
2025-03-04 05:45:00+01:00,120.4,134.72
2025-03-04 06:00:00+01:00,33.82,37.84
2025-03-04 06:15:00+01:00,126.43,141.45
2025-03-04 06:30:00+01:00,127.31,142.45
2025-03-04 06:45:00+01:00,114.36,127.96
2025-03-04 07:00:00+01:00,78.33,87.65
2025-03-04 07:15:00+01:00,293.45,328.33
2025-03-04 07:30:00+01:00,293.48,328.36
2025-03-04 07:45:00+01:00,107.9,120.72
2025-03-04 08:00:00+01:00,248.11,277.61
2025-03-04 08:15:00+01:00,254.61,284.87
2025-03-04 08:30:00+01:00,238.4,266.74
2025-03-04 08:45:00+01:00,76.55,85.65
2025-03-04 09:00:00+01:00,229.38,256.64
2025-03-04 09:15:00+01:00,106.14,118.76
2025-03-04 09:30:00+01:00,107.34,120.1
2025-03-04 09:45:00+01:00,78.75,88.11
2025-03-04 10:00:00+01:00,84.55,94.59
2025-03-04 10:15:00+01:00,113.76,127.28
2025-03-04 10:30:00+01:00,-32.35,-28.91
2025-03-04 10:45:00+01:00,-197.64,-176.64
2025-03-04 11:00:00+01:00,26.34,29.48
2025-03-04 11:15:00+01:00,-212.56,-189.98
2025-03-04 11:30:00+01:00,-469.64,-419.74
2025-03-04 11:45:00+01:00,-257.48,-230.12
2025-03-04 12:00:00+01:00,7.78,8.7
2025-03-04 12:15:00+01:00,-20.17,-18.03
2025-03-04 12:30:00+01:00,11.04,12.36
2025-03-04 12:45:00+01:00,-195.87,-175.07
2025-03-04 13:00:00+01:00,84.29,94.31
2025-03-04 13:15:00+01:00,84.22,94.24
2025-03-04 13:30:00+01:00,85.42,95.58
2025-03-04 13:45:00+01:00,85.34,95.48
2025-03-04 14:00:00+01:00,66.73,74.67
2025-03-04 14:15:00+01:00,70.19,78.53
2025-03-04 14:30:00+01:00,74.63,83.51
2025-03-04 14:45:00+01:00,54.29,60.75
2025-03-04 15:00:00+01:00,34.04,38.08
2025-03-04 15:15:00+01:00,152.09,170.17
2025-03-04 15:30:00+01:00,152.53,170.67
2025-03-04 15:45:00+01:00,103.31,115.59
2025-03-04 16:00:00+01:00,-155.73,-139.19
2025-03-04 16:15:00+01:00,1.97,2.21
2025-03-04 16:30:00+01:00,58.9,65.9
2025-03-04 16:45:00+01:00,53.43,59.79
2025-03-04 17:00:00+01:00,51.36,57.46
2025-03-04 17:15:00+01:00,56.71,63.45
2025-03-04 17:30:00+01:00,79.24,88.66
2025-03-04 17:45:00+01:00,93.34,104.44
2025-03-04 18:00:00+01:00,84.8,94.88
2025-03-04 18:15:00+01:00,296.77,332.05
2025-03-04 18:30:00+01:00,243.17,272.07
2025-03-04 18:45:00+01:00,278.87,312.01
2025-03-04 19:00:00+01:00,293.01,327.83
2025-03-04 19:15:00+01:00,300.1,335.78
2025-03-04 19:30:00+01:00,300.05,335.71
2025-03-04 19:45:00+01:00,300.05,335.71
2025-03-04 20:00:00+01:00,264.15,295.55
2025-03-04 20:15:00+01:00,61.95,69.31
2025-03-04 20:30:00+01:00,237.74,266.0
2025-03-04 20:45:00+01:00,6.43,7.19
2025-03-04 21:00:00+01:00,117.14,131.06
2025-03-04 21:15:00+01:00,114.93,128.59
2025-03-04 21:30:00+01:00,108.1,120.94
2025-03-04 21:45:00+01:00,93.54,104.66
2025-03-04 22:00:00+01:00,99.86,111.72
2025-03-04 22:15:00+01:00,96.04,107.46
2025-03-04 22:30:00+01:00,95.39,106.73
2025-03-04 22:45:00+01:00,78.66,88.0
2025-03-04 23:00:00+01:00,26.57,29.73
2025-03-04 23:15:00+01:00,61.14,68.4
2025-03-04 23:30:00+01:00,175.76,196.66
2025-03-04 23:45:00+01:00,76.73,85.85
2025-03-05 00:00:00+01:00,60.26,67.42
2025-03-05 00:15:00+01:00,-99.13,-88.59
2025-03-05 00:30:00+01:00,42.65,47.71
2025-03-05 00:45:00+01:00,24.19,27.07
2025-03-05 01:00:00+01:00,85.1,95.22
2025-03-05 01:15:00+01:00,90.2,100.92
2025-03-05 01:30:00+01:00,30.24,33.84
2025-03-05 01:45:00+01:00,30.31,33.91
2025-03-05 02:00:00+01:00,53.98,60.4
2025-03-05 02:15:00+01:00,63.96,71.56
2025-03-05 02:30:00+01:00,60.97,68.21
2025-03-05 02:45:00+01:00,62.49,69.91
2025-03-05 03:00:00+01:00,59.15,66.19
2025-03-05 03:15:00+01:00,58.71,65.69
2025-03-05 03:30:00+01:00,57.07,63.85
2025-03-05 03:45:00+01:00,54.69,61.19
2025-03-05 04:00:00+01:00,56.87,63.63
2025-03-05 04:15:00+01:00,56.87,63.63
2025-03-05 04:30:00+01:00,56.36,63.06
2025-03-05 04:45:00+01:00,56.36,63.06
2025-03-05 05:00:00+01:00,58.84,65.84
2025-03-05 05:15:00+01:00,63.38,70.92
2025-03-05 05:30:00+01:00,63.42,70.96
2025-03-05 05:45:00+01:00,188.5,210.9
2025-03-05 06:00:00+01:00,73.22,81.92
2025-03-05 06:15:00+01:00,62.78,70.24
2025-03-05 06:30:00+01:00,19.5,21.82
2025-03-05 06:45:00+01:00,154.69,173.07
2025-03-05 07:00:00+01:00,75.79,84.79
2025-03-05 07:15:00+01:00,229.71,257.01
2025-03-05 07:30:00+01:00,210.23,235.23
2025-03-05 07:45:00+01:00,210.23,235.23
2025-03-05 08:00:00+01:00,181.72,203.32
2025-03-05 08:15:00+01:00,185.62,207.68
2025-03-05 08:30:00+01:00,143.31,160.35
2025-03-05 08:45:00+01:00,30.5,34.12
2025-03-05 09:00:00+01:00,119.54,133.74
2025-03-05 09:15:00+01:00,121.28,135.7
2025-03-05 09:30:00+01:00,119.01,133.15
